,x,y,z
720,80,28,237.5
721,84,28,0
722,88,28,0
723,92,28,0
724,96,28,0
725,100,28,0
726,104,28,0
727,108,28,0
728,112,28,0
729,116,28,0
730,120,28,0
731,124,28,0
732,128,28,210.0
733,132,28,0
734,136,28,0
735,140,28,0
736,144,28,0
737,148,28,0
738,152,28,0
739,156,28,0
740,160,28,0
741,164,28,0
742,168,28,0
743,172,28,0
744,176,28,0
745,180,28,0
746,184,28,0
747,188,28,0
748,192,28,0
749,196,28,0
750,200,28,0
751,204,28,0
752,208,28,0
753,212,28,0
754,216,28,0
755,220,28,0
756,224,28,0
757,228,28,0
758,232,28,0
759,236,28,0
760,240,28,0
761,244,28,0
762,248,28,0
763,252,28,0
764,256,28,0
765,260,28,0
766,264,28,0
767,268,28,0
768,272,28,0
769,276,28,0
770,280,28,0
771,284,28,0
772,288,28,0
773,292,28,0
774,296,28,0
775,300,28,0
776,304,28,0
777,308,28,0
778,312,28,0
779,316,28,0
780,320,28,0
781,324,28,0
782,328,28,0
783,332,28,0
784,336,28,0
785,340,28,0
786,344,28,0
787,348,28,0
788,352,28,0
789,356,28,0
790,360,28,0
791,364,28,0
792,368,28,0
793,372,28,0
794,376,28,0
795,380,28,0
796,384,28,0
797,388,28,0
798,392,28,0
799,396,28,0
800,0,32,0
801,4,32,0
802,8,32,0
803,12,32,0
804,16,32,0
805,20,32,0
806,24,32,210.0
807,28,32,0
808,32,32,0
809,36,32,0
810,40,32,0
811,44,32,0
812,48,32,0
813,52,32,0
814,56,32,0
815,60,32,0
816,64,32,0
817,68,32,0
818,72,32,222.5
819,76,32,0
820,80,32,0
821,84,32,0
822,88,32,0
823,92,32,0
824,96,32,0
825,100,32,0
826,104,32,0
827,108,32,0
828,112,32,0
829,116,32,0
830,120,32,0
831,124,32,0
832,128,32,0
833,132,32,0
834,136,32,0
835,140,32,0
836,144,32,0
837,148,32,0
838,152,32,0
839,156,32,0
840,160,32,0
841,164,32,0
842,168,32,0
843,172,32,0
844,176,32,0
845,180,32,0
846,184,32,0
847,188,32,0
848,192,32,0
849,196,32,0
850,200,32,0
851,204,32,0
852,208,32,0
853,212,32,0
854,216,32,0
855,220,32,0
856,224,32,0
857,228,32,0
858,232,32,0
859,236,32,0
860,240,32,0
861,244,32,0
862,248,32,0
863,252,32,0
864,256,32,0
865,260,32,0
866,264,32,0
867,268,32,0
868,272,32,0
869,276,32,0
870,280,32,0
871,284,32,0
872,288,32,0
873,292,32,0
874,296,32,0
875,300,32,0
876,304,32,0
877,308,32,0
878,312,32,0
879,316,32,0
880,320,32,0
881,324,32,0
882,328,32,0
883,332,32,0
884,336,32,0
885,340,32,0
886,344,32,0
887,348,32,0
888,352,32,0
889,356,32,0
890,360,32,0
891,364,32,0
892,368,32,0
893,372,32,0
894,376,32,0
895,380,32,0
896,384,32,0
897,388,32,0
898,392,32,0
899,396,32,0
900,0,36,0
901,4,36,0
902,8,36,0
903,12,36,0
904,16,36,0
905,20,36,0
906,24,36,0
907,28,36,0
908,32,36,0
909,36,36,0
910,40,36,0
911,44,36,0
912,48,36,0
913,52,36,0
914,56,36,0
915,60,36,0
916,64,36,0
917,68,36,0
918,72,36,0
919,76,36,0
920,80,36,0
921,84,36,0
922,88,36,0
923,92,36,0
924,96,36,0
925,100,36,0
926,104,36,0
927,108,36,0
928,112,36,0
929,116,36,210.0
930,120,36,0
931,124,36,0
932,128,36,0
933,132,36,0
934,136,36,0
935,140,36,0
936,144,36,0
937,148,36,0
938,152,36,0
939,156,36,0
940,160,36,0
941,164,36,210.0
942,168,36,0
943,172,36,0
944,176,36,0
945,180,36,0
946,184,36,0
947,188,36,0
948,192,36,0
949,196,36,0
950,200,36,0
951,204,36,0
952,208,36,0
953,212,36,0
954,216,36,0
955,220,36,0
956,224,36,0
957,228,36,0
958,232,36,0
959,236,36,0
960,240,36,0
961,244,36,0
962,248,36,0
963,252,36,0
964,256,36,0
965,260,36,0
966,264,36,0
967,268,36,0
968,272,36,0
969,276,36,0
970,280,36,0
971,284,36,0
972,288,36,0
973,292,36,0
974,296,36,0
975,300,36,0
976,304,36,0
977,308,36,0
978,312,36,0
979,316,36,0
980,320,36,0
981,324,36,0
982,328,36,0
983,332,36,0
984,336,36,0
985,340,36,0
986,344,36,0
987,348,36,0
988,352,36,0
989,356,36,0
990,360,36,0
991,364,36,0
992,368,36,0
993,372,36,0
994,376,36,0
995,380,36,0
996,384,36,0
997,388,36,0
998,392,36,0
999,396,36,0
1000,0,40,0
1001,4,40,0
1002,8,40,0
1003,12,40,0
1004,16,40,210.0
1005,20,40,0
1006,24,40,0
1007,28,40,0
1008,32,40,0
1009,36,40,0
1010,40,40,0
1011,44,40,0
1012,48,40,0
1013,52,40,0
1014,56,40,0
1015,60,40,222.5
1016,64,40,0
1017,68,40,0
1018,72,40,0
1019,76,40,0
1020,80,40,0
1021,84,40,0
1022,88,40,0
1023,92,40,0
1024,96,40,0
1025,100,40,0
1026,104,40,0
1027,108,40,210.0
1028,112,40,0
1029,116,40,0
1030,120,40,0
1031,124,40,0
1032,128,40,0
1033,132,40,0
1034,136,40,0
1035,140,40,0
1036,144,40,0
1037,148,40,0
1038,152,40,0
1039,156,40,0
1040,160,40,0
1041,164,40,0
1042,168,40,0
1043,172,40,0
1044,176,40,0
1045,180,40,0
1046,184,40,0
1047,188,40,0
1048,192,40,0
1049,196,40,0
1050,200,40,0
1051,204,40,0
1052,208,40,0
1053,212,40,0
1054,216,40,0
1055,220,40,0
1056,224,40,0
1057,228,40,0
1058,232,40,0
1059,236,40,0
1060,240,40,0
1061,244,40,0
1062,248,40,0
1063,252,40,0
1064,256,40,222.5
1065,260,40,0
1066,264,40,0
1067,268,40,0
1068,272,40,0
1069,276,40,0
1070,280,40,0
1071,284,40,0
1072,288,40,0
1073,292,40,0
1074,296,40,0
1075,300,40,0
1076,304,40,0
1077,308,40,0
1078,312,40,0
1079,316,40,0
1080,320,40,0
1081,324,40,0
1082,328,40,0
1083,332,40,0
1084,336,40,0
1085,340,40,0
1086,344,40,0
1087,348,40,0
1088,352,40,0
1089,356,40,0
1090,360,40,0
1091,364,40,0
1092,368,40,0
1093,372,40,0
1094,376,40,0
1095,380,40,0
1096,384,40,0
1097,388,40,0
1098,392,40,0
1099,396,40,0
1100,0,44,0
1101,4,44,0
1102,8,44,210.0
1103,12,44,0
1104,16,44,0
1105,20,44,0
1106,24,44,0
1107,28,44,0
1108,32,44,0
1109,36,44,0
1110,40,44,0
1111,44,44,0
1112,48,44,0
1113,52,44,0
1114,56,44,210.0
1115,60,44,0
1116,64,44,0
1117,68,44,0
1118,72,44,0
1119,76,44,0
1120,80,44,0
1121,84,44,0
1122,88,44,0
1123,92,44,0
1124,96,44,0
1125,100,44,222.5
1126,104,44,0
1127,108,44,0
1128,112,44,0
1129,116,44,0
1130,120,44,0
1131,124,44,0
1132,128,44,0
1133,132,44,0
1134,136,44,0
1135,140,44,0
1136,144,44,0
1137,148,44,0
1138,152,44,0
1139,156,44,0
1140,160,44,0
1141,164,44,0
1142,168,44,0
1143,172,44,0
1144,176,44,0
1145,180,44,0
1146,184,44,0
1147,188,44,0
1148,192,44,0
1149,196,44,0
1150,200,44,0
1151,204,44,0
1152,208,44,0
1153,212,44,0
1154,216,44,0
1155,220,44,0
1156,224,44,0
1157,228,44,0
1158,232,44,0
1159,236,44,0
1160,240,44,0
1161,244,44,222.5
1162,248,44,0
1163,252,44,0
1164,256,44,0
1165,260,44,0
1166,264,44,0
1167,268,44,0
1168,272,44,0
1169,276,44,0
1170,280,44,0
1171,284,44,0
1172,288,44,0
1173,292,44,0
1174,296,44,0
1175,300,44,220.0
1176,304,44,0
1177,308,44,0
1178,312,44,0
1179,316,44,0
1180,320,44,0
1181,324,44,0
1182,328,44,0
1183,332,44,0
1184,336,44,0
1185,340,44,0
1186,344,44,0
1187,348,44,0
1188,352,44,0
1189,356,44,0
1190,360,44,0
1191,364,44,0
1192,368,44,0
1193,372,44,0
1194,376,44,0
1195,380,44,0
1196,384,44,0
1197,388,44,0
1198,392,44,0
1199,396,44,0
1200,0,48,0
1201,4,48,0
1202,8,48,0
1203,12,48,0
1204,16,48,0
1205,20,48,0
1206,24,48,0
1207,28,48,0
1208,32,48,0
1209,36,48,0
1210,40,48,0
1211,44,48,210.0
1212,48,48,0
1213,52,48,0
1214,56,48,0
1215,60,48,0
1216,64,48,0
1217,68,48,0
1218,72,48,0
1219,76,48,0
1220,80,48,0
1221,84,48,0
1222,88,48,0
1223,92,48,0
1224,96,48,0
1225,100,48,0
1226,104,48,0
1227,108,48,0
1228,112,48,0
1229,116,48,0
1230,120,48,0
1231,124,48,0
1232,128,48,0
1233,132,48,0
1234,136,48,0
1235,140,48,0
1236,144,48,0
1237,148,48,210.0
1238,152,48,0
1239,156,48,0
1240,160,48,0
1241,164,48,0
1242,168,48,0
1243,172,48,0
1244,176,48,0
1245,180,48,0
1246,184,48,0
1247,188,48,0
1248,192,48,222.5
1249,196,48,0
1250,200,48,0
1251,204,48,0
1252,208,48,0
1253,212,48,0
1254,216,48,0
1255,220,48,0
1256,224,48,0
1257,228,48,0
1258,232,48,0
1259,236,48,0
1260,240,48,0
1261,244,48,0
1262,248,48,0
1263,252,48,0
1264,256,48,0
1265,260,48,0
1266,264,48,0
1267,268,48,0
1268,272,48,0
1269,276,48,0
1270,280,48,0
1271,284,48,0
1272,288,48,0
1273,292,48,0
1274,296,48,0
1275,300,48,0
1276,304,48,0
1277,308,48,0
1278,312,48,0
1279,316,48,0
1280,320,48,0
1281,324,48,0
1282,328,48,0
1283,332,48,0
1284,336,48,0
1285,340,48,0
1286,344,48,0
1287,348,48,0
1288,352,48,0
1289,356,48,0
1290,360,48,0
1291,364,48,0
1292,368,48,0
1293,372,48,0
1294,376,48,0
1295,380,48,0
1296,384,48,0
1297,388,48,0
1298,392,48,0
1299,396,48,0
1300,0,52,0
1301,4,52,0
1302,8,52,0
1303,12,52,0
1304,16,52,0
1305,20,52,0
1306,24,52,0
1307,28,52,0
1308,32,52,0
1309,36,52,0
1310,40,52,0
1311,44,52,0
1312,48,52,0
1313,52,52,0
1314,56,52,0
1315,60,52,0
1316,64,52,0
1317,68,52,0
1318,72,52,0
1319,76,52,0
1320,80,52,0
1321,84,52,0
1322,88,52,0
1323,92,52,222.5
1324,96,52,0
1325,100,52,0
1326,104,52,0
1327,108,52,0
1328,112,52,0
1329,116,52,0
1330,120,52,0
1331,124,52,0
1332,128,52,0
1333,132,52,0
1334,136,52,0
1335,140,52,0
1336,144,52,0
1337,148,52,0
1338,152,52,0
1339,156,52,0
1340,160,52,0
1341,164,52,0
1342,168,52,0
1343,172,52,0
1344,176,52,0
1345,180,52,0
1346,184,52,222.5
1347,188,52,0
1348,192,52,0
1349,196,52,0
1350,200,52,0
1351,204,52,0
1352,208,52,0
1353,212,52,0
1354,216,52,0
1355,220,52,0
1356,224,52,0
1357,228,52,0
1358,232,52,0
1359,236,52,0
1360,240,52,0
1361,244,52,0
1362,248,52,0
1363,252,52,0
1364,256,52,0
1365,260,52,0
1366,264,52,0
1367,268,52,0
1368,272,52,0
1369,276,52,0
1370,280,52,0
1371,284,52,0
1372,288,52,0
1373,292,52,0
1374,296,52,0
1375,300,52,0
1376,304,52,0
1377,308,52,0
1378,312,52,0
1379,316,52,0
1380,320,52,0
1381,324,52,0
1382,328,52,0
1383,332,52,0
1384,336,52,0
1385,340,52,0
1386,344,52,0
1387,348,52,0
1388,352,52,0
1389,356,52,0
1390,360,52,0
1391,364,52,0
1392,368,52,0
1393,372,52,0
1394,376,52,0
1395,380,52,0
1396,384,52,0
1397,388,52,0
1398,392,52,0
1399,396,52,0
1400,0,56,0
1401,4,56,0
1402,8,56,0
1403,12,56,0
1404,16,56,0
1405,20,56,0
1406,24,56,0
1407,28,56,0
1408,32,56,0
1409,36,56,222.5
1410,40,56,0
1411,44,56,0
1412,48,56,0
1413,52,56,0
1414,56,56,0
1415,60,56,0
1416,64,56,0
1417,68,56,0
1418,72,56,0
1419,76,56,0
1420,80,56,237.5
1421,84,56,0
1422,88,56,0
1423,92,56,0
1424,96,56,0
1425,100,56,0
1426,104,56,0
1427,108,56,0
1428,112,56,0
1429,116,56,0
1430,120,56,0
1431,124,56,0
1432,128,56,210.0
1433,132,56,0
1434,136,56,0
1435,140,56,0
1436,144,56,0
1437,148,56,0
1438,152,56,0
1439,156,56,0
1440,160,56,0
1441,164,56,0
1442,168,56,0
1443,172,56,0
1444,176,56,0
1445,180,56,0
1446,184,56,0
1447,188,56,0
1448,192,56,0
1449,196,56,0
1450,200,56,0
1451,204,56,0
1452,208,56,0
1453,212,56,0
1454,216,56,0
1455,220,56,0
1456,224,56,0
1457,228,56,0
1458,232,56,0
1459,236,56,0
1460,240,56,0
1461,244,56,0
1462,248,56,0
1463,252,56,0
1464,256,56,0
1465,260,56,0
1466,264,56,0
1467,268,56,0
1468,272,56,0
1469,276,56,0
1470,280,56,0
1471,284,56,0
1472,288,56,0
1473,292,56,0
1474,296,56,0
1475,300,56,0
1476,304,56,0
1477,308,56,0
1478,312,56,0
1479,316,56,0
1480,320,56,0
1481,324,56,0
1482,328,56,0
1483,332,56,0
1484,336,56,0
1485,340,56,0
1486,344,56,0
1487,348,56,0
1488,352,56,0
1489,356,56,0
1490,360,56,0
1491,364,56,0
1492,368,56,0
1493,372,56,0
1494,376,56,0
1495,380,56,0
1496,384,56,0
1497,388,56,0
1498,392,56,0
1499,396,56,0
1500,0,60,0
1501,4,60,0
1502,8,60,0
1503,12,60,0
1504,16,60,0
1505,20,60,0
1506,24,60,0
1507,28,60,210.0
1508,32,60,0
1509,36,60,0
1510,40,60,0
1511,44,60,0
1512,48,60,0
1513,52,60,0
1514,56,60,0
1515,60,60,0
1516,64,60,0
1517,68,60,0
1518,72,60,0
1519,76,60,222.5
1520,80,60,0
1521,84,60,0
1522,88,60,0
1523,92,60,0
1524,96,60,0
1525,100,60,0
1526,104,60,0
1527,108,60,0
1528,112,60,0
1529,116,60,0
1530,120,60,0
1531,124,60,0
1532,128,60,0
1533,132,60,0
1534,136,60,0
1535,140,60,0
1536,144,60,0
1537,148,60,0
1538,152,60,0
1539,156,60,0
1540,160,60,0
1541,164,60,0
1542,168,60,0
1543,172,60,0
1544,176,60,0
1545,180,60,0
1546,184,60,0
1547,188,60,0
1548,192,60,0
1549,196,60,0
1550,200,60,0
1551,204,60,0
1552,208,60,0
1553,212,60,0
1554,216,60,0
1555,220,60,0
1556,224,60,0
1557,228,60,0
1558,232,60,0
1559,236,60,0
1560,240,60,0
1561,244,60,0
1562,248,60,0
1563,252,60,0
1564,256,60,0
1565,260,60,0
1566,264,60,0
1567,268,60,0
1568,272,60,0
1569,276,60,0
1570,280,60,0
1571,284,60,0
1572,288,60,0
1573,292,60,0
1574,296,60,0
1575,300,60,0
1576,304,60,0
1577,308,60,0
1578,312,60,0
1579,316,60,0
1580,320,60,0
1581,324,60,0
1582,328,60,0
1583,332,60,0
1584,336,60,0
1585,340,60,0
1586,344,60,0
1587,348,60,0
1588,352,60,0
1589,356,60,0
1590,360,60,0
1591,364,60,0
1592,368,60,0
1593,372,60,0
1594,376,60,0
1595,380,60,0
1596,384,60,0
1597,388,60,0
1598,392,60,0
1599,396,60,0
1600,0,64,0
1601,4,64,0
1602,8,64,0
1603,12,64,0
1604,16,64,0
1605,20,64,222.5
1606,24,64,0
1607,28,64,0
1608,32,64,0
1609,36,64,0
1610,40,64,0
1611,44,64,0
1612,48,64,0
1613,52,64,0
1614,56,64,0
1615,60,64,0
1616,64,64,0
1617,68,64,0
1618,72,64,0
1619,76,64,0
1620,80,64,0
1621,84,64,0
1622,88,64,0
1623,92,64,0
1624,96,64,0
1625,100,64,0
1626,104,64,0
1627,108,64,0
1628,112,64,0
1629,116,64,0
1630,120,64,222.5
1631,124,64,0
1632,128,64,0
1633,132,64,0
1634,136,64,0
1635,140,64,0
1636,144,64,0
1637,148,64,0
1638,152,64,0
1639,156,64,0
1640,160,64,0
1641,164,64,0
1642,168,64,210.0
1643,172,64,0
1644,176,64,0
1645,180,64,0
1646,184,64,0
1647,188,64,0
1648,192,64,0
1649,196,64,0
1650,200,64,0
1651,204,64,0
1652,208,64,0
