,x,y,z
1653,212,64,0
1654,216,64,0
1655,220,64,0
1656,224,64,0
1657,228,64,0
1658,232,64,0
1659,236,64,0
1660,240,64,0
1661,244,64,0
1662,248,64,0
1663,252,64,0
1664,256,64,0
1665,260,64,0
1666,264,64,0
1667,268,64,0
1668,272,64,0
1669,276,64,0
1670,280,64,0
1671,284,64,0
1672,288,64,0
1673,292,64,0
1674,296,64,0
1675,300,64,0
1676,304,64,0
1677,308,64,0
1678,312,64,0
1679,316,64,0
1680,320,64,0
1681,324,64,0
1682,328,64,0
1683,332,64,0
1684,336,64,0
1685,340,64,0
1686,344,64,0
1687,348,64,0
1688,352,64,0
1689,356,64,0
1690,360,64,0
1691,364,64,0
1692,368,64,0
1693,372,64,0
1694,376,64,0
1695,380,64,0
1696,384,64,0
1697,388,64,0
1698,392,64,0
1699,396,64,0
1700,0,68,0
1701,4,68,0
1702,8,68,0
1703,12,68,0
1704,16,68,0
1705,20,68,0
1706,24,68,0
1707,28,68,0
1708,32,68,0
1709,36,68,0
1710,40,68,0
1711,44,68,0
1712,48,68,0
1713,52,68,0
1714,56,68,0
1715,60,68,0
1716,64,68,430.0
1717,68,68,0
1718,72,68,0
1719,76,68,0
1720,80,68,0
1721,84,68,0
1722,88,68,0
1723,92,68,0
1724,96,68,0
1725,100,68,0
1726,104,68,0
1727,108,68,0
1728,112,68,357.5
1729,116,68,0
1730,120,68,0
1731,124,68,0
1732,128,68,0
1733,132,68,0
1734,136,68,0
1735,140,68,0
1736,144,68,0
1737,148,68,0
1738,152,68,0
1739,156,68,0
1740,160,68,0
1741,164,68,0
1742,168,68,0
1743,172,68,0
1744,176,68,0
1745,180,68,0
1746,184,68,0
1747,188,68,0
1748,192,68,0
1749,196,68,0
1750,200,68,0
1751,204,68,0
1752,208,68,0
1753,212,68,0
1754,216,68,0
1755,220,68,0
1756,224,68,0
1757,228,68,0
1758,232,68,0
1759,236,68,0
1760,240,68,0
1761,244,68,0
1762,248,68,0
1763,252,68,0
1764,256,68,0
1765,260,68,222.5
1766,264,68,0
1767,268,68,0
1768,272,68,0
1769,276,68,0
1770,280,68,0
1771,284,68,0
1772,288,68,0
1773,292,68,0
1774,296,68,0
1775,300,68,0
1776,304,68,0
1777,308,68,0
1778,312,68,0
1779,316,68,0
1780,320,68,0
1781,324,68,0
1782,328,68,0
1783,332,68,0
1784,336,68,0
1785,340,68,0
1786,344,68,0
1787,348,68,0
1788,352,68,0
1789,356,68,0
1790,360,68,0
1791,364,68,0
1792,368,68,0
1793,372,68,0
1794,376,68,0
1795,380,68,0
1796,384,68,0
1797,388,68,0
1798,392,68,0
1799,396,68,0
1800,0,72,0
1801,4,72,0
1802,8,72,210.0
1803,12,72,0
1804,16,72,0
1805,20,72,0
1806,24,72,0
1807,28,72,0
1808,32,72,0
1809,36,72,0
1810,40,72,0
1811,44,72,0
1812,48,72,0
1813,52,72,0
1814,56,72,222.5
1815,60,72,0
1816,64,72,0
1817,68,72,0
1818,72,72,0
1819,76,72,0
1820,80,72,0
1821,84,72,0
1822,88,72,0
1823,92,72,0
1824,96,72,0
1825,100,72,210.0
1826,104,72,0
1827,108,72,0
1828,112,72,0
1829,116,72,0
1830,120,72,0
1831,124,72,0
1832,128,72,0
1833,132,72,0
1834,136,72,0
1835,140,72,0
1836,144,72,0
1837,148,72,0
1838,152,72,0
1839,156,72,0
1840,160,72,0
1841,164,72,0
1842,168,72,0
1843,172,72,0
1844,176,72,0
1845,180,72,0
1846,184,72,0
1847,188,72,0
1848,192,72,0
1849,196,72,0
1850,200,72,0
1851,204,72,0
1852,208,72,0
1853,212,72,0
1854,216,72,0
1855,220,72,0
1856,224,72,0
1857,228,72,0
1858,232,72,0
1859,236,72,0
1860,240,72,0
1861,244,72,0
1862,248,72,0
1863,252,72,0
1864,256,72,0
1865,260,72,0
1866,264,72,0
1867,268,72,0
1868,272,72,0
1869,276,72,0
1870,280,72,0
1871,284,72,0
1872,288,72,0
1873,292,72,0
1874,296,72,0
1875,300,72,0
1876,304,72,220.0
1877,308,72,0
1878,312,72,0
1879,316,72,0
1880,320,72,0
1881,324,72,0
1882,328,72,0
1883,332,72,0
1884,336,72,0
1885,340,72,0
1886,344,72,0
1887,348,72,0
1888,352,72,0
1889,356,72,0
1890,360,72,0
1891,364,72,0
1892,368,72,0
1893,372,72,0
1894,376,72,0
1895,380,72,0
1896,384,72,0
1897,388,72,0
1898,392,72,0
1899,396,72,0
1900,0,76,0
1901,4,76,0
1902,8,76,0
1903,12,76,0
1904,16,76,0
1905,20,76,0
1906,24,76,0
1907,28,76,0
1908,32,76,0
1909,36,76,0
1910,40,76,0
1911,44,76,0
1912,48,76,222.5
1913,52,76,0
1914,56,76,0
1915,60,76,0
1916,64,76,0
1917,68,76,0
1918,72,76,0
1919,76,76,0
1920,80,76,0
1921,84,76,0
1922,88,76,0
1923,92,76,0
1924,96,76,0
1925,100,76,0
1926,104,76,0
1927,108,76,0
1928,112,76,0
1929,116,76,0
1930,120,76,0
1931,124,76,0
1932,128,76,0
1933,132,76,0
1934,136,76,0
1935,140,76,0
1936,144,76,0
1937,148,76,210.0
1938,152,76,0
1939,156,76,0
1940,160,76,0
1941,164,76,0
1942,168,76,0
1943,172,76,0
1944,176,76,0
1945,180,76,0
1946,184,76,0
1947,188,76,0
1948,192,76,222.5
1949,196,76,0
1950,200,76,0
1951,204,76,0
1952,208,76,0
1953,212,76,0
1954,216,76,0
1955,220,76,0
1956,224,76,0
1957,228,76,0
1958,232,76,0
1959,236,76,0
1960,240,76,0
1961,244,76,0
1962,248,76,222.5
1963,252,76,0
1964,256,76,0
1965,260,76,0
1966,264,76,0
1967,268,76,0
1968,272,76,0
1969,276,76,0
1970,280,76,0
1971,284,76,0
1972,288,76,0
1973,292,76,0
1974,296,76,0
1975,300,76,0
1976,304,76,0
1977,308,76,0
1978,312,76,0
1979,316,76,0
1980,320,76,0
1981,324,76,0
1982,328,76,0
1983,332,76,0
1984,336,76,0
1985,340,76,0
1986,344,76,0
1987,348,76,0
1988,352,76,0
1989,356,76,0
1990,360,76,0
1991,364,76,0
1992,368,76,0
1993,372,76,0
1994,376,76,0
1995,380,76,0
1996,384,76,0
1997,388,76,0
1998,392,76,0
1999,396,76,0
2000,0,80,0
2001,4,80,0
2002,8,80,0
2003,12,80,0
2004,16,80,0
2005,20,80,0
2006,24,80,0
2007,28,80,0
2008,32,80,0
2009,36,80,0
2010,40,80,0
2011,44,80,0
2012,48,80,0
2013,52,80,0
2014,56,80,0
2015,60,80,0
2016,64,80,0
2017,68,80,0
2018,72,80,0
2019,76,80,0
2020,80,80,0
2021,84,80,0
2022,88,80,0
2023,92,80,0
2024,96,80,222.5
2025,100,80,0
2026,104,80,0
2027,108,80,0
2028,112,80,0
2029,116,80,0
2030,120,80,0
2031,124,80,0
2032,128,80,0
2033,132,80,0
2034,136,80,0
2035,140,80,0
2036,144,80,0
2037,148,80,0
2038,152,80,0
2039,156,80,0
2040,160,80,0
2041,164,80,0
2042,168,80,0
2043,172,80,0
2044,176,80,0
2045,180,80,0
2046,184,80,0
2047,188,80,0
2048,192,80,0
2049,196,80,0
2050,200,80,0
2051,204,80,0
2052,208,80,0
2053,212,80,0
2054,216,80,0
2055,220,80,0
2056,224,80,0
2057,228,80,0
2058,232,80,0
2059,236,80,0
2060,240,80,0
2061,244,80,0
2062,248,80,0
2063,252,80,0
2064,256,80,0
2065,260,80,0
2066,264,80,0
2067,268,80,0
2068,272,80,0
2069,276,80,0
2070,280,80,0
2071,284,80,0
2072,288,80,0
2073,292,80,0
2074,296,80,0
2075,300,80,0
2076,304,80,0
2077,308,80,0
2078,312,80,0
2079,316,80,0
2080,320,80,0
2081,324,80,0
2082,328,80,0
2083,332,80,0
2084,336,80,0
2085,340,80,0
2086,344,80,0
2087,348,80,0
2088,352,80,0
2089,356,80,0
2090,360,80,0
2091,364,80,0
2092,368,80,0
2093,372,80,0
2094,376,80,0
2095,380,80,0
2096,384,80,0
2097,388,80,0
2098,392,80,0
2099,396,80,0
2100,0,84,0
2101,4,84,0
2102,8,84,0
2103,12,84,0
2104,16,84,0
2105,20,84,0
2106,24,84,0
2107,28,84,0
2108,32,84,0
2109,36,84,0
2110,40,84,222.5
2111,44,84,0
2112,48,84,0
2113,52,84,0
2114,56,84,0
2115,60,84,0
2116,64,84,0
2117,68,84,0
2118,72,84,0
2119,76,84,0
2120,80,84,0
2121,84,84,222.5
2122,88,84,0
2123,92,84,0
2124,96,84,0
2125,100,84,0
2126,104,84,0
2127,108,84,0
2128,112,84,0
2129,116,84,0
2130,120,84,0
2131,124,84,0
2132,128,84,0
2133,132,84,222.5
2134,136,84,0
2135,140,84,0
2136,144,84,0
2137,148,84,0
2138,152,84,0
2139,156,84,0
2140,160,84,0
2141,164,84,0
2142,168,84,0
2143,172,84,0
2144,176,84,0
2145,180,84,0
2146,184,84,0
2147,188,84,222.5
2148,192,84,0
2149,196,84,0
2150,200,84,0
2151,204,84,0
2152,208,84,0
2153,212,84,0
2154,216,84,0
2155,220,84,0
2156,224,84,0
2157,228,84,0
2158,232,84,0
2159,236,84,0
2160,240,84,0
2161,244,84,0
2162,248,84,0
2163,252,84,0
2164,256,84,0
2165,260,84,0
2166,264,84,0
2167,268,84,0
2168,272,84,0
2169,276,84,0
2170,280,84,0
2171,284,84,0
2172,288,84,0
2173,292,84,0
2174,296,84,0
2175,300,84,0
2176,304,84,0
2177,308,84,0
2178,312,84,0
2179,316,84,0
2180,320,84,0
2181,324,84,0
2182,328,84,0
2183,332,84,0
2184,336,84,0
2185,340,84,0
2186,344,84,0
2187,348,84,0
2188,352,84,0
2189,356,84,0
2190,360,84,0
2191,364,84,0
2192,368,84,0
2193,372,84,0
2194,376,84,0
2195,380,84,0
2196,384,84,0
2197,388,84,0
2198,392,84,0
2199,396,84,0
2200,0,88,0
2201,4,88,0
2202,8,88,0
2203,12,88,0
2204,16,88,0
2205,20,88,0
2206,24,88,0
2207,28,88,222.5
2208,32,88,0
2209,36,88,0
2210,40,88,0
2211,44,88,0
2212,48,88,0
2213,52,88,0
2214,56,88,0
2215,60,88,0
2216,64,88,0
2217,68,88,0
2218,72,88,0
2219,76,88,222.5
2220,80,88,0
2221,84,88,0
2222,88,88,0
2223,92,88,0
2224,96,88,0
2225,100,88,0
2226,104,88,0
2227,108,88,0
2228,112,88,0
2229,116,88,0
2230,120,88,0
2231,124,88,0
2232,128,88,0
2233,132,88,0
2234,136,88,0
2235,140,88,0
2236,144,88,0
2237,148,88,0
2238,152,88,0
2239,156,88,0
2240,160,88,0
2241,164,88,0
2242,168,88,0
2243,172,88,0
2244,176,88,0
2245,180,88,0
2246,184,88,0
2247,188,88,0
2248,192,88,0
2249,196,88,0
2250,200,88,0
2251,204,88,0
2252,208,88,0
2253,212,88,0
2254,216,88,0
2255,220,88,0
2256,224,88,0
2257,228,88,0
2258,232,88,0
2259,236,88,0
2260,240,88,0
2261,244,88,0
2262,248,88,0
2263,252,88,0
2264,256,88,0
2265,260,88,0
2266,264,88,0
2267,268,88,0
2268,272,88,0
2269,276,88,0
2270,280,88,0
2271,284,88,0
2272,288,88,0
2273,292,88,0
2274,296,88,0
2275,300,88,0
2276,304,88,0
2277,308,88,0
2278,312,88,0
2279,316,88,0
2280,320,88,0
2281,324,88,0
2282,328,88,0
2283,332,88,0
2284,336,88,0
2285,340,88,0
2286,344,88,0
2287,348,88,0
2288,352,88,0
2289,356,88,0
2290,360,88,0
2291,364,88,0
2292,368,88,0
2293,372,88,0
2294,376,88,0
2295,380,88,0
2296,384,88,0
2297,388,88,0
2298,392,88,0
2299,396,88,0
2300,0,92,0
2301,4,92,0
2302,8,92,0
2303,12,92,0
2304,16,92,0
2305,20,92,210.0
2306,24,92,0
2307,28,92,0
2308,32,92,0
2309,36,92,0
2310,40,92,0
2311,44,92,0
2312,48,92,0
2313,52,92,0
2314,56,92,0
2315,60,92,0
2316,64,92,0
2317,68,92,0
2318,72,92,0
2319,76,92,0
2320,80,92,0
2321,84,92,0
2322,88,92,0
2323,92,92,0
2324,96,92,0
2325,100,92,0
2326,104,92,0
2327,108,92,0
2328,112,92,0
2329,116,92,0
2330,120,92,222.5
2331,124,92,0
2332,128,92,0
2333,132,92,0
2334,136,92,0
2335,140,92,0
2336,144,92,0
2337,148,92,0
2338,152,92,0
2339,156,92,0
2340,160,92,0
2341,164,92,0
2342,168,92,210.0
2343,172,92,0
2344,176,92,0
2345,180,92,0
2346,184,92,0
2347,188,92,0
2348,192,92,0
2349,196,92,0
2350,200,92,0
2351,204,92,0
2352,208,92,0
2353,212,92,0
2354,216,92,0
2355,220,92,0
2356,224,92,0
2357,228,92,0
2358,232,92,0
2359,236,92,0
2360,240,92,0
2361,244,92,0
2362,248,92,0
2363,252,92,0
2364,256,92,0
2365,260,92,0
2366,264,92,0
2367,268,92,0
2368,272,92,0
2369,276,92,0
2370,280,92,0
2371,284,92,0
2372,288,92,0
2373,292,92,0
2374,296,92,0
2375,300,92,0
2376,304,92,0
2377,308,92,0
2378,312,92,0
2379,316,92,0
2380,320,92,0
2381,324,92,0
2382,328,92,0
2383,332,92,0
2384,336,92,0
2385,340,92,0
2386,344,92,0
2387,348,92,0
2388,352,92,0
2389,356,92,0
2390,360,92,0
2391,364,92,0
2392,368,92,0
2393,372,92,0
2394,376,92,0
2395,380,92,0
2396,384,92,0
2397,388,92,0
2398,392,92,0
2399,396,92,0
2400,0,96,0
2401,4,96,0
2402,8,96,0
2403,12,96,210.0
2404,16,96,0
2405,20,96,0
2406,24,96,0
2407,28,96,0
2408,32,96,0
2409,36,96,0
2410,40,96,0
2411,44,96,0
2412,48,96,0
2413,52,96,0
2414,56,96,0
2415,60,96,0
2416,64,96,0
2417,68,96,222.5
2418,72,96,0
2419,76,96,0
2420,80,96,0
2421,84,96,0
2422,88,96,0
2423,92,96,0
2424,96,96,0
2425,100,96,0
2426,104,96,0
2427,108,96,0
2428,112,96,0
2429,116,96,357.5
2430,120,96,0
2431,124,96,0
2432,128,96,0
2433,132,96,0
2434,136,96,0
2435,140,96,0
2436,144,96,0
2437,148,96,0
2438,152,96,0
2439,156,96,0
2440,160,96,0
2441,164,96,0
2442,168,96,0
2443,172,96,0
2444,176,96,0
2445,180,96,0
2446,184,96,0
2447,188,96,0
2448,192,96,0
2449,196,96,0
2450,200,96,0
2451,204,96,0
2452,208,96,0
2453,212,96,0
2454,216,96,0
2455,220,96,0
2456,224,96,0
2457,228,96,0
2458,232,96,0
2459,236,96,0
2460,240,96,0
2461,244,96,0
2462,248,96,0
2463,252,96,0
2464,256,96,0
2465,260,96,0
2466,264,96,0
2467,268,96,0
2468,272,96,0
2469,276,96,0
2470,280,96,0
2471,284,96,0
2472,288,96,0
2473,292,96,0
2474,296,96,0
2475,300,96,0
2476,304,96,0
2477,308,96,0
2478,312,96,0
2479,316,96,0
2480,320,96,0
2481,324,96,0
2482,328,96,0
2483,332,96,0
2484,336,96,0
2485,340,96,0
2486,344,96,0
2487,348,96,0
2488,352,96,0
2489,356,96,0
2490,360,96,0
2491,364,96,0
2492,368,96,0
2493,372,96,0
2494,376,96,0
2495,380,96,0
2496,384,96,0
2497,388,96,0
2498,392,96,0
2499,396,96,0
2500,0,100,0
2501,4,100,0
2502,8,100,0
2503,12,100,0
2504,16,100,0
2505,20,100,0
2506,24,100,0
2507,28,100,0
2508,32,100,0
2509,36,100,0
2510,40,100,0
2511,44,100,0
2512,48,100,0
2513,52,100,0
2514,56,100,0
2515,60,100,222.5
2516,64,100,0
2517,68,100,0
2518,72,100,0
2519,76,100,0
2520,80,100,0
2521,84,100,0
2522,88,100,0
2523,92,100,0
2524,96,100,0
2525,100,100,0
2526,104,100,210.0
2527,108,100,0
2528,112,100,0
2529,116,100,0
2530,120,100,0
2531,124,100,0
2532,128,100,0
2533,132,100,0
2534,136,100,0
2535,140,100,0
2536,144,100,0
2537,148,100,0
2538,152,100,0
2539,156,100,0
2540,160,100,0
2541,164,100,0
2542,168,100,0
2543,172,100,0
2544,176,100,0
2545,180,100,0
2546,184,100,0
2547,188,100,0
2548,192,100,0
2549,196,100,0
2550,200,100,0
2551,204,100,0
2552,208,100,0
2553,212,100,0
2554,216,100,0
2555,220,100,0
2556,224,100,0
2557,228,100,0
2558,232,100,0
2559,236,100,0
2560,240,100,0
2561,244,100,0
2562,248,100,0
2563,252,100,0
2564,256,100,0
2565,260,100,222.5
2566,264,100,0
2567,268,100,0
2568,272,100,0
2569,276,100,0
2570,280,100,0
2571,284,100,0
2572,288,100,0
2573,292,100,0
2574,296,100,0
2575,300,100,0
2576,304,100,0
2577,308,100,0
2578,312,100,0
2579,316,100,0
2580,320,100,0
2581,324,100,0
2582,328,100,0
2583,332,100,0
2584,336,100,0
2585,340,100,0
2586,344,100,0
2587,348,100,0
2588,352,100,0
2589,356,100,0
2590,360,100,0
2591,364,100,0
2592,368,100,0
2593,372,100,0
2594,376,100,0
2595,380,100,0
2596,384,100,0
2597,388,100,0
2598,392,100,0
2599,396,100,0
2600,0,104,0
2601,4,104,0
2602,8,104,0
2603,12,104,0
2604,16,104,0
2605,20,104,0
2606,24,104,0
2607,28,104,0
2608,32,104,0
2609,36,104,0
2610,40,104,0
2611,44,104,0
2612,48,104,222.5
2613,52,104,0
2614,56,104,0
2615,60,104,0
2616,64,104,0
2617,68,104,0
2618,72,104,0
2619,76,104,0
2620,80,104,0
2621,84,104,0
2622,88,104,0
2623,92,104,0
2624,96,104,0
2625,100,104,0
2626,104,104,0
2627,108,104,0
2628,112,104,0
2629,116,104,0
2630,120,104,0
2631,124,104,0
2632,128,104,0
2633,132,104,0
2634,136,104,0
2635,140,104,0
2636,144,104,0
2637,148,104,0
2638,152,104,210.0
2639,156,104,0
2640,160,104,0
2641,164,104,0
2642,168,104,0
2643,172,104,0
2644,176,104,0
2645,180,104,0
2646,184,104,0
2647,188,104,0
2648,192,104,0
2649,196,104,0
2650,200,104,0
2651,204,104,0
2652,208,104,0
2653,212,104,0
2654,216,104,0
2655,220,104,0
2656,224,104,0
2657,228,104,0
2658,232,104,0
2659,236,104,0
2660,240,104,0
2661,244,104,0
2662,248,104,0
2663,252,104,222.5
2664,256,104,0
2665,260,104,0
2666,264,104,0
2667,268,104,0
2668,272,104,0
2669,276,104,0
2670,280,104,0
2671,284,104,0
2672,288,104,0
2673,292,104,0
2674,296,104,0
2675,300,104,0
2676,304,104,0
2677,308,104,220.0
2678,312,104,0
2679,316,104,0
2680,320,104,0
2681,324,104,0
2682,328,104,0
2683,332,104,0
2684,336,104,0
2685,340,104,0
2686,344,104,0
2687,348,104,0
2688,352,104,0
2689,356,104,0
2690,360,104,0
2691,364,104,0
2692,368,104,0
2693,372,104,0
2694,376,104,0
2695,380,104,0
2696,384,104,0
2697,388,104,0
2698,392,104,0
2699,396,104,0
2700,0,108,0
2701,4,108,0
2702,8,108,0
2703,12,108,0
2704,16,108,0
2705,20,108,0
2706,24,108,0
2707,28,108,0
2708,32,108,0
2709,36,108,0
2710,40,108,222.5
2711,44,108,0
2712,48,108,0
2713,52,108,0
2714,56,108,0
2715,60,108,0
2716,64,108,0
2717,68,108,0
2718,72,108,0
2719,76,108,0
2720,80,108,0
2721,84,108,0
2722,88,108,0
2723,92,108,0
2724,96,108,210.0
2725,100,108,0
2726,104,108,0
2727,108,108,0
2728,112,108,0
2729,116,108,0
2730,120,108,0
2731,124,108,0
2732,128,108,0
2733,132,108,0
2734,136,108,0
2735,140,108,0
2736,144,108,0
2737,148,108,0
2738,152,108,0
2739,156,108,0
2740,160,108,0
2741,164,108,0
2742,168,108,0
2743,172,108,0
2744,176,108,0
2745,180,108,0
2746,184,108,0
2747,188,108,0
2748,192,108,0
2749,196,108,10.0
2750,200,108,0
2751,204,108,0
2752,208,108,0
2753,212,108,0
2754,216,108,0
2755,220,108,0
2756,224,108,0
2757,228,108,0
2758,232,108,0
2759,236,108,0
2760,240,108,0
2761,244,108,0
2762,248,108,0
2763,252,108,0
2764,256,108,0
2765,260,108,0
2766,264,108,0
2767,268,108,0
2768,272,108,0
2769,276,108,0
2770,280,108,0
2771,284,108,0
2772,288,108,0
2773,292,108,0
2774,296,108,0
2775,300,108,0
2776,304,108,0
2777,308,108,0
2778,312,108,0
2779,316,108,0
2780,320,108,0
2781,324,108,0
2782,328,108,0
2783,332,108,0
2784,336,108,0
2785,340,108,0
2786,344,108,0
2787,348,108,0
2788,352,108,0
2789,356,108,0
2790,360,108,0
2791,364,108,0
2792,368,108,0
2793,372,108,0
2794,376,108,0
2795,380,108,0
2796,384,108,0
2797,388,108,0
2798,392,108,0
2799,396,108,0
2800,0,112,0
2801,4,112,0
2802,8,112,0
2803,12,112,0
2804,16,112,0
2805,20,112,0
2806,24,112,0
2807,28,112,0
2808,32,112,0
2809,36,112,0
2810,40,112,0
2811,44,112,0
2812,48,112,0
2813,52,112,0
2814,56,112,0
2815,60,112,0
2816,64,112,0
2817,68,112,0
2818,72,112,0
2819,76,112,0
2820,80,112,0
2821,84,112,0
2822,88,112,222.5
2823,92,112,0
2824,96,112,0
2825,100,112,0
2826,104,112,0
2827,108,112,0
2828,112,112,0
2829,116,112,0
2830,120,112,0
2831,124,112,0
2832,128,112,0
2833,132,112,0
2834,136,112,0
2835,140,112,0
2836,144,112,0
2837,148,112,0
2838,152,112,0
2839,156,112,0
2840,160,112,0
2841,164,112,0
2842,168,112,0
2843,172,112,0
2844,176,112,0
2845,180,112,0
2846,184,112,0
2847,188,112,10.0
2848,192,112,0
2849,196,112,0
2850,200,112,0
2851,204,112,0
2852,208,112,0
2853,212,112,0
2854,216,112,0
2855,220,112,0
2856,224,112,0
2857,228,112,0
2858,232,112,0
2859,236,112,0
2860,240,112,0
2861,244,112,0
2862,248,112,0
2863,252,112,0
2864,256,112,0
2865,260,112,0
2866,264,112,0
2867,268,112,0
2868,272,112,0
2869,276,112,0
2870,280,112,0
2871,284,112,0
2872,288,112,0
2873,292,112,0
2874,296,112,0
2875,300,112,0
2876,304,112,0
2877,308,112,0
2878,312,112,0
2879,316,112,0
2880,320,112,0
2881,324,112,0
2882,328,112,0
2883,332,112,0
2884,336,112,0
2885,340,112,0
2886,344,112,0
2887,348,112,0
2888,352,112,0
2889,356,112,0
2890,360,112,0
2891,364,112,0
2892,368,112,0
2893,372,112,0
2894,376,112,0
2895,380,112,0
2896,384,112,0
2897,388,112,0
2898,392,112,0
2899,396,112,0
2900,0,116,0
2901,4,116,0
2902,8,116,0
2903,12,116,0
2904,16,116,0
2905,20,116,0
2906,24,116,0
2907,28,116,0
2908,32,116,222.5
2909,36,116,0
2910,40,116,0
2911,44,116,0
2912,48,116,0
2913,52,116,0
2914,56,116,0
2915,60,116,0
2916,64,116,0
2917,68,116,0
2918,72,116,0
2919,76,116,0
2920,80,116,222.5
2921,84,116,0
2922,88,116,0
2923,92,116,0
2924,96,116,0
2925,100,116,0
2926,104,116,0
2927,108,116,0
2928,112,116,0
2929,116,116,0
2930,120,116,0
2931,124,116,0
2932,128,116,0
2933,132,116,0
2934,136,116,222.5
2935,140,116,0
2936,144,116,0
2937,148,116,0
2938,152,116,0
2939,156,116,0
2940,160,116,0
2941,164,116,0
2942,168,116,0
2943,172,116,0
2944,176,116,0
2945,180,116,0
2946,184,116,0
2947,188,116,0
2948,192,116,0
2949,196,116,0
2950,200,116,0
2951,204,116,0
2952,208,116,0
2953,212,116,0
2954,216,116,0
2955,220,116,0
2956,224,116,0
2957,228,116,0
2958,232,116,0
2959,236,116,0
2960,240,116,0
2961,244,116,0
2962,248,116,0
2963,252,116,0
2964,256,116,0
2965,260,116,0
2966,264,116,0
2967,268,116,0
2968,272,116,0
2969,276,116,0
2970,280,116,0
2971,284,116,0
2972,288,116,0
2973,292,116,0
2974,296,116,0
2975,300,116,0
2976,304,116,0
2977,308,116,0
2978,312,116,0
2979,316,116,0
2980,320,116,0
2981,324,116,0
2982,328,116,0
2983,332,116,0
2984,336,116,0
2985,340,116,0
2986,344,116,0
2987,348,116,0
2988,352,116,0
2989,356,116,0
2990,360,116,0
2991,364,116,0
2992,368,116,0
2993,372,116,0
2994,376,116,0
2995,380,116,0
2996,384,116,0
2997,388,116,0
2998,392,116,0
2999,396,116,0
3000,0,120,0
3001,4,120,0
3002,8,120,0
3003,12,120,0
3004,16,120,0
3005,20,120,0
3006,24,120,210.0
3007,28,120,0
3008,32,120,0
3009,36,120,0
3010,40,120,0
3011,44,120,0
3012,48,120,0
3013,52,120,0
3014,56,120,0
3015,60,120,0
3016,64,120,0
3017,68,120,0
3018,72,120,0
3019,76,120,0
3020,80,120,0
3021,84,120,0
3022,88,120,0
3023,92,120,0
3024,96,120,0
3025,100,120,0
3026,104,120,0
3027,108,120,0
3028,112,120,0
3029,116,120,0
3030,120,120,0
3031,124,120,222.5
3032,128,120,0
3033,132,120,0
3034,136,120,0
3035,140,120,0
3036,144,120,0
3037,148,120,0
3038,152,120,0
3039,156,120,0
3040,160,120,0
3041,164,120,0
3042,168,120,0
3043,172,120,0
3044,176,120,0
3045,180,120,0
3046,184,120,0
3047,188,120,0
3048,192,120,0
3049,196,120,0
3050,200,120,0
3051,204,120,0
3052,208,120,0
3053,212,120,0
3054,216,120,0
3055,220,120,0
3056,224,120,0
3057,228,120,0
3058,232,120,0
3059,236,120,0
3060,240,120,0
3061,244,120,0
3062,248,120,0
3063,252,120,0
3064,256,120,0
3065,260,120,0
3066,264,120,0
3067,268,120,0
3068,272,120,0
3069,276,120,0
3070,280,120,0
3071,284,120,0
3072,288,120,0
3073,292,120,0
3074,296,120,0
3075,300,120,0
3076,304,120,0
3077,308,120,0
3078,312,120,0
3079,316,120,0
3080,320,120,0
3081,324,120,0
3082,328,120,0
3083,332,120,0
3084,336,120,0
3085,340,120,0
3086,344,120,0
3087,348,120,0
3088,352,120,0
3089,356,120,0
3090,360,120,0
3091,364,120,0
3092,368,120,0
3093,372,120,0
3094,376,120,0
3095,380,120,0
3096,384,120,0
3097,388,120,0
3098,392,120,0
3099,396,120,0
3100,0,124,0
3101,4,124,0
3102,8,124,0
3103,12,124,0
3104,16,124,210.0
3105,20,124,0
3106,24,124,0
3107,28,124,0
3108,32,124,0
3109,36,124,0
3110,40,124,0
3111,44,124,0
3112,48,124,0
3113,52,124,0
3114,56,124,0
3115,60,124,0
3116,64,124,0
3117,68,124,445.0
3118,72,124,0
3119,76,124,0
3120,80,124,0
3121,84,124,0
3122,88,124,0
3123,92,124,0
3124,96,124,0
3125,100,124,0
3126,104,124,0
3127,108,124,0
3128,112,124,0
3129,116,124,222.5
3130,120,124,0
3131,124,124,0
3132,128,124,0
3133,132,124,0
3134,136,124,0
3135,140,124,0
3136,144,124,0
3137,148,124,0
3138,152,124,0
3139,156,124,0
3140,160,124,0
3141,164,124,0
3142,168,124,0
3143,172,124,10.0
3144,176,124,0
3145,180,124,0
3146,184,124,0
3147,188,124,0
3148,192,124,0
3149,196,124,0
3150,200,124,0
3151,204,124,0
3152,208,124,0
3153,212,124,0
3154,216,124,0
3155,220,124,0
3156,224,124,0
3157,228,124,0
3158,232,124,0
3159,236,124,0
3160,240,124,0
3161,244,124,0
3162,248,124,0
3163,252,124,0
3164,256,124,0
3165,260,124,0
3166,264,124,0
3167,268,124,0
3168,272,124,0
3169,276,124,0
3170,280,124,0
3171,284,124,0
3172,288,124,0
3173,292,124,0
3174,296,124,0
3175,300,124,0
3176,304,124,0
3177,308,124,0
3178,312,124,0
3179,316,124,0
3180,320,124,0
3181,324,124,0
3182,328,124,0
3183,332,124,0
3184,336,124,0
3185,340,124,0
3186,344,124,0
3187,348,124,0
3188,352,124,0
3189,356,124,0
3190,360,124,0
3191,364,124,0
3192,368,124,0
3193,372,124,0
3194,376,124,0
3195,380,124,0
3196,384,124,0
